Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,consent,state,gender,age,pid_3 - Selected Choice,pid_3 - Other (please specify) - Text,pid_rep,pid_dem,pid_ind,pol_interest,ft_dems,ft_reps,We'd like to understand how you think various measures of the economy performed in 2019.When answ - The nation's economy,We'd like to understand how you think various measures of the economy performed in 2019.When answ - The level of unemployment,We'd like to understand how you think various measures of the economy performed in 2019.When answ - Inflation,reps_economy - No Name - - Got better,reps_economy - No Name - - Stayed about the same,reps_economy - No Name - - Got worse,dems_economy - No Name - - Got better,dems_economy - No Name - - Stayed about the same,dems_economy - No Name - - Got worse,reps_unemployment - No Name - - Got better,reps_unemployment - No Name - - Stayed about the same,reps_unemployment - No Name - - Got worse,dems_unemployment - No Name - - Got better,dems_unemployment - No Name - - Stayed about the same,dems_unemployment - No Name - - Got worse,reps_inflation - No Name - - Got better,reps_inflation - No Name - - Stayed about the same,reps_inflation - No Name - - Got worse,dems_inflation - No Name - - Got better,dems_inflation - No Name - - Stayed about the same,dems_inflation - No Name - - Got worse,gop_unemployment,gop_inflation,obama_unemployment,obama_inflation,trump_masks,latino,race - Selected Choice,race - Other - Text,education,sleep,prosthetic,blind,deaf,gang,family_gang,hits,date,sincerity,randomization_1
6/29/20 10:51,6/29/20 10:53,0,68.192.46.245,100,132,1,6/29/20 10:53,R_1hJSIXnjrpEC7el,,,,,40.67630005,-73.94920349,anonymous,EN,1,13,2,5,1,,,1,,3,1,7,4,1,1,100,0,0,100,0,0,100,0,0,0,100,0,100,0,0,0,100,0,,,2,2,0,2,1,,5,2,2,2,2,2,2,2,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:53,0,74.76.216.51,100,211,1,6/29/20 10:53,R_VU2YGRlVLjPdBG9,,,,,42.72729492,-73.66960144,anonymous,EN,1,33,2,3,1,,,1,,10,2,0,5,5,5,100,0,0,0,30,70,100,0,0,0,40,60,100,0,0,0,0,100,,,2,2,3,2,1,,5,3,2,2,2,2,2,4,6/29/20,2,obama
6/29/20 10:48,6/29/20 10:53,0,74.98.231.111,100,265,1,6/29/20 10:53,R_3M0s8ploMtyTajx,,,,,40.47250366,-79.9108963,anonymous,EN,1,39,2,3,3,,,,2,7,2,0,4,4,4,50,45,5,20,50,30,60,40,0,40,40,20,20,50,30,20,50,30,2,2,,,1,2,1,,6,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:53,0,99.60.18.68,100,220,1,6/29/20 10:53,R_1NfDR6BjNA95cfE,,,,,34.05490112,-118.2577972,anonymous,EN,1,5,1,6,2,,1,,,8,7,8,4,5,4,30,50,20,30,20,20,25,45,30,30,30,40,30,20,50,45,25,30,,,2,1,5,2,1,,5,3,1,1,1,1,1,4,29/06/2020,3,obama
6/29/20 10:49,6/29/20 10:53,0,104.173.192.13,100,236,1,6/29/20 10:53,R_3EieqfL2ZBjt3Fj,,,,,34.05979919,-118.3768997,anonymous,EN,1,5,2,3,1,,,1,,10,6,2,4,4,4,85,10,5,20,40,40,70,25,5,30,40,30,60,30,10,5,40,55,2,2,,,1,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:53,0,47.224.3.201,100,268,1,6/29/20 10:53,R_1BUZ6RX3mlBYIe0,,,,,44.25039673,-85.43000031,anonymous,EN,1,23,1,4,1,,,2,,7,7,3,1,1,4,75,25,0,60,25,15,80,20,0,75,25,0,70,30,0,50,35,15,,,2,2,10,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:53,0,97.105.25.194,100,224,1,6/29/20 10:53,R_3hiSvzIupT6h8rI,,,,,31.82189941,-106.598999,anonymous,EN,1,45,2,3,1,,,2,,7,8,4,5,5,5,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,3,3,,,1,2,1,,5,3,2,2,1,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:53,0,67.231.200.151,100,277,1,6/29/20 10:53,R_21sU8HQUqtdTH7r,,,,,28.49859619,-81.53530121,anonymous,EN,1,10,1,7,2,,1,,,1,0,10,1,4,1,90,10,0,50,10,40,100,0,0,50,0,50,100,0,0,100,0,0,2,1,,,2,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:53,0,74.105.118.251,100,272,1,6/29/20 10:53,R_2w0pBE3ioGAo0pP,,,,,40.92410278,-74.51399994,anonymous,EN,1,31,1,5,1,,,2,,0,2,0,1,1,4,90,10,0,25,25,50,60,40,0,20,20,60,40,60,0,10,30,60,,,1,1,3,2,1,,2,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:53,0,24.220.143.163,100,273,1,6/29/20 10:53,R_3qlGWlkey9y1C2T,,,,,43.52349854,-96.7385025,anonymous,EN,1,43,2,3,2,,2,,,1,2,6,5,4,4,80,20,0,0,40,60,75,25,0,0,55,45,40,50,10,10,40,50,,,2,2,0,2,1,,4,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:53,0,74.70.170.251,100,267,1,6/29/20 10:53,R_3CNsntMWERdvPll,,,,,42.69549561,-73.08000183,anonymous,EN,1,22,2,5,1,,,2,,1,6,5,1,4,4,80,10,10,50,40,10,70,30,0,60,30,10,20,80,0,10,80,10,2,2,,,4,2,1,,6,3,2,2,2,2,2,3,6/29/20,1,congress
6/29/20 10:48,6/29/20 10:53,0,68.207.54.114,100,297,1,6/29/20 10:53,R_22ry9otxe1fgeht,,,,,28.70309448,-100.4785004,anonymous,EN,1,29,1,3,2,,1,,,9,5,2,4,5,4,45,45,10,40,30,30,40,30,30,30,40,30,40,30,30,40,35,25,,,1,1,100,1,1,,5,3,1,1,1,1,1,3,29/06/2020,2,obama
6/29/20 10:50,6/29/20 10:53,0,205.213.50.254,100,225,1,6/29/20 10:53,R_2y1TYlzvKt12Lr5,,,,,44.48199463,-88.01850128,anonymous,EN,1,51,2,4,1,,,2,,3,8,3,5,5,5,10,10,80,5,10,85,3,10,87,0,0,100,0,20,80,0,0,100,2,2,,,0,2,1,,6,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:53,0,173.239.198.83,100,268,1,6/29/20 10:53,R_248HRcNoGVcOUAw,,,,,37.33880615,-121.8914032,anonymous,EN,1,5,1,3,1,,,1,,8,9,7,1,1,1,30,30,40,40,30,30,40,30,30,30,30,40,30,30,40,30,30,40,,,1,1,3,2,1,,5,3,1,1,1,1,1,2,6/30/20,3,obama
6/29/20 10:49,6/29/20 10:54,0,82.102.30.98,100,274,1,6/29/20 10:54,R_3UhodzVYTT4fGh3,,,,,36.16850281,-115.1164017,anonymous,EN,1,29,2,3,1,,,1,,8,8,2,4,1,4,20,50,30,50,30,20,30,50,20,30,50,20,30,50,20,30,50,20,1,2,,,6,2,1,,5,4,2,2,2,2,2,2,6/29/20,2,congress
6/29/20 10:49,6/29/20 10:54,0,65.26.198.50,100,292,1,6/29/20 10:54,R_3Do2RLogwt8RK6K,,,,,42.60580444,-87.87619781,anonymous,EN,1,51,1,4,2,,1,,,10,5,9,4,5,4,30,30,40,40,30,30,30,40,30,20,50,30,30,40,30,30,40,30,2,2,,,30,1,"1,2,3,4,5,6",,5,3,1,1,1,1,1,2,06\29\2020,3,congress
6/29/20 10:49,6/29/20 10:54,0,97.102.0.185,100,277,1,6/29/20 10:54,R_3iVyB6IEZFzNo6f,,,,,28.68409729,-81.28119659,anonymous,EN,1,10,1,3,3,,,,3,5,5,5,4,4,4,25,50,25,25,50,25,25,50,25,25,50,25,25,50,25,25,50,25,2,2,,,1,2,1,,2,4,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:50,6/29/20 10:54,0,100.40.168.85,100,231,1,6/29/20 10:54,R_33eufC6RTVan2JV,,,,,41.59770203,-73.88950348,anonymous,EN,1,33,2,4,1,,,1,,9,9,0,4,4,4,100,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,100,0,1,1,,,2,2,1,,6,2,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:50,6/29/20 10:54,0,68.2.128.224,100,243,1,6/29/20 10:54,R_3rYUbBDs8WdtP3X,,,,,33.34289551,-111.634697,anonymous,EN,1,3,2,3,2,,2,,,1,2,5,1,1,5,60,20,20,40,30,30,70,20,10,50,25,25,35,35,30,20,40,40,1,1,,,3,2,4,,6,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:50,6/29/20 10:54,0,76.27.14.202,100,235,1,6/29/20 10:54,R_25MhVbieMrS8mim,,,,,40.5980072,-111.9618988,anonymous,EN,1,46,1,4,3,,,,3,4,0,2,1,1,1,90,5,5,10,10,80,90,5,5,5,5,90,80,10,10,10,10,80,1,1,,,0,2,1,,2,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:50,6/29/20 10:54,0,97.104.74.252,100,253,1,6/29/20 10:54,R_1DLT8vSnDZGp81U,,,,,28.10910034,-80.5786972,anonymous,EN,1,10,2,6,2,,1,,,10,0,4,1,1,1,80,20,0,0,0,100,80,20,0,0,0,100,20,80,0,0,80,20,,,2,2,10,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:50,6/29/20 10:54,0,24.216.68.188,100,240,1,6/29/20 10:54,R_SIV98CW1CNcUcKZ,,,,,38.64329529,-90.25749969,anonymous,EN,1,26,2,3,1,,,2,,7,8,4,1,1,4,90,10,0,60,30,10,80,20,0,40,30,30,40,50,10,30,50,20,,,1,1,3,2,4,,5,2,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:54,0,75.188.140.30,100,282,1,6/29/20 10:54,R_SNqsZqyC3XyB7oJ,,,,,39.96479797,-83.12599945,anonymous,EN,1,36,2,2,3,,,,2,8,7,4,5,5,4,90,0,10,10,0,90,80,0,20,20,0,80,85,0,15,25,0,75,1,1,,,1,2,1,,3,3,2,2,2,2,2,1,6/29/20,5,congress
6/29/20 10:49,6/29/20 10:54,0,69.73.90.152,100,274,1,6/29/20 10:54,R_1Ns8wRYjT4g9Ijy,,,,,27.78889465,-82.71920013,anonymous,EN,1,10,1,4,1,,,1,,8,9,1,4,4,4,100,0,0,10,70,20,100,0,0,20,70,10,100,0,0,10,80,10,,,1,1,0,1,1,,5,3,2,2,2,2,2,4,6/29/20,5,obama
6/29/20 10:49,6/29/20 10:54,0,23.244.68.238,100,277,1,6/29/20 10:54,R_2YhmOVPElbj7NN7,,,,,33.8697052,-118.3693008,anonymous,EN,1,36,1,2,1,,,1,,7,7,4,4,1,5,25,55,20,57,24,19,40,15,45,35,25,40,25,35,40,36,34,30,1,1,,,8,1,1,,3,2,1,2,2,1,2,1,29/06/2020,2,congress
6/29/20 10:51,6/29/20 10:54,0,73.22.189.25,100,161,1,6/29/20 10:54,R_21G0sMb0iFb1A0H,,,,,40.95089722,-90.36579895,anonymous,EN,1,53,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/20 10:49,6/29/20 10:54,0,69.14.250.152,100,282,1,6/29/20 10:54,R_1NzwmWhYyo6t1hB,,,,,42.59820557,-83.11669922,anonymous,EN,1,23,1,5,1,,,2,,7,8,1,1,1,5,90,5,5,40,30,30,80,10,10,50,25,25,70,15,15,60,20,20,2,2,,,0,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:54,0,50.235.77.195,100,303,1,6/29/20 10:54,R_1NkKsYNK47oqte3,,,,,45.69520569,-122.6540985,anonymous,EN,1,5,1,4,3,,,,3,8,0,0,4,4,4,95,3,2,25,50,25,95,3,2,25,50,25,95,3,2,25,50,25,,,1,3,0,2,1,,6,4,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:54,0,65.249.164.94,100,282,1,6/29/20 10:54,R_YYtd87rKEd2STYZ,,,,,40.73080444,-73.99749756,anonymous,EN,1,5,1,3,1,,,1,,9,10,8,1,4,5,45,25,30,35,35,30,55,25,20,45,25,30,65,10,25,35,35,30,1,2,,,2,2,1,,5,3,1,1,1,1,1,1,6/29/20,4,congress
6/29/20 10:48,6/29/20 10:54,0,73.169.119.154,100,336,1,6/29/20 10:54,R_0JnHnICznGj5ih3,,,,,39.58920288,-105.1359024,anonymous,EN,1,6,2,6,2,,1,,,0,2,7,1,1,1,70,25,5,15,25,60,80,10,10,10,25,65,75,25,0,25,35,40,,,2,1,15,2,1,,5,4,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:54,0,24.169.2.70,100,295,1,6/29/20 10:54,R_R2dwpOz6jrkP9pT,,,,,42.73100281,-73.70809937,anonymous,EN,1,33,2,3,1,,,1,,8,9,2,4,1,4,80,20,0,20,70,10,100,0,0,40,60,0,80,20,0,30,40,30,,,2,2,1,2,1,,6,3,2,2,2,2,2,3,6/29/20,1,obama
6/29/20 10:50,6/29/20 10:54,0,47.153.249.215,100,244,1,6/29/20 10:54,R_2tLPUnuQo6HYu7T,,,,,34.48019409,-117.4093018,anonymous,EN,1,5,2,2,3,,,,2,2,5,0,5,5,5,25,25,50,10,10,80,15,15,70,20,20,60,25,25,50,25,25,50,2,1,,,1,1,1,,5,4,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:54,0,69.128.61.152,100,308,1,6/29/20 10:54,R_3EhX41rYyisvBHN,,,,,40,-86.35070038,anonymous,EN,1,15,1,3,3,,,,1,8,3,3,1,1,4,60,30,10,10,70,20,60,30,10,10,70,20,5,80,15,1,70,29,2,2,,,0,2,1,,5,2,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:51,6/29/20 10:54,0,174.84.9.57,100,196,1,6/29/20 10:54,R_3PZxfGdUA3gEj9r,,,,,43.6381073,-84.20290375,anonymous,EN,1,23,1,2,2,,2,,,7,3,8,1,1,4,70,30,0,10,50,40,90,10,0,0,70,30,50,50,0,10,50,40,1,1,,,4,2,1,,3,4,2,2,2,2,2,3,6/28/20,1,congress
6/29/20 10:49,6/29/20 10:54,0,157.131.205.46,100,309,1,6/29/20 10:54,R_3fiVzR7Nczl5VMV,,,,,37.86109924,-122.2564011,anonymous,EN,1,5,1,4,1,,,1,,7,3,9,5,4,4,45,45,10,50,30,20,60,20,20,40,30,30,50,20,30,45,30,25,2,2,,,1,2,1,,5,3,1,1,2,2,1,2,29/06/2020,2,congress
6/29/20 10:50,6/29/20 10:54,0,63.152.103.122,100,250,1,6/29/20 10:54,R_2thY6gtz80E0wgh,,,,,41.95039368,-91.68969727,anonymous,EN,1,16,2,3,1,,,1,,9,10,7,1,4,4,25,25,50,50,25,25,15,50,35,40,20,40,50,40,10,40,40,20,,,2,1,20,2,1,,5,3,1,2,2,2,2,2,6/29/20,5,obama
6/29/20 10:51,6/29/20 10:54,0,107.222.115.69,100,223,1,6/29/20 10:54,R_21c8XbkV1wzO8J3,,,,,38.26339722,-85.67299652,anonymous,EN,1,18,2,4,1,,,1,,9,9,0,4,4,4,95,5,0,50,50,0,100,0,0,90,10,0,0,100,0,0,100,0,2,2,,,1,1,1,,5,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:54,0,104.50.89.207,100,299,1,6/29/20 10:54,R_Zz5xVBGGjqEBcXv,,,,,33.49440002,-86.80280304,anonymous,EN,1,1,1,4,3,,,,3,3,5,5,4,4,4,80,10,10,40,10,50,90,10,0,40,10,50,50,20,30,5,20,75,,,2,2,3,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:50,6/29/20 10:54,0,69.254.114.69,100,234,1,6/29/20 10:54,R_1eqRRv3JTLRoZvb,,,,,27.32539368,-82.47329712,anonymous,EN,1,10,2,5,1,,,1,,8,9,0,1,1,5,100,0,0,60,0,0,100,0,0,70,0,30,100,0,0,0,20,80,2,2,,,0,2,1,,6,3,2,2,2,2,2,3,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:54,0,73.185.5.157,100,336,1,6/29/20 10:54,R_2z5x4AlTuzQS5h7,,,,,36.20170593,-119.3401947,anonymous,EN,1,5,1,4,2,,1,,,8,9,10,1,1,1,30,40,30,50,20,30,30,20,50,20,20,60,20,20,60,20,20,60,,,1,1,5,1,1,,5,3,1,1,1,1,1,1,29/04/2020,2,obama
6/29/20 10:49,6/29/20 10:54,0,32.210.205.71,100,337,1,6/29/20 10:54,R_1eOBSBuNjoTWVPW,,,,,41.21699524,-73.05519867,anonymous,EN,1,7,2,6,2,,2,,,7,2,7,1,1,4,80,10,10,60,20,20,80,10,10,40,40,20,40,40,20,20,20,60,1,1,,,0,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:50,6/29/20 10:54,0,99.105.80.78,100,280,1,6/29/20 10:54,R_10NRZop9fmdyoQV,,,,,41.38470459,-81.79820251,anonymous,EN,1,36,2,7,1,,,2,,7,8,5,1,1,4,100,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,0,1,1,,,0,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:54,0,98.228.202.138,100,306,1,6/29/20 10:54,R_rkWGvoNmxhsNNhT,,,,,42.230896,-88.33789825,anonymous,EN,1,14,2,6,2,,2,,,9,5,8,1,1,1,90,10,0,50,25,25,90,10,0,60,30,10,80,20,0,70,30,0,,,2,2,3,2,1,,6,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:54,0,67.242.56.2,100,299,1,6/29/20 10:54,R_1Ioa9maAuGmIPSU,,,,,44.09689331,-70.18630219,anonymous,EN,1,20,1,5,3,,,,3,8,0,1,1,1,4,78,22,0,0,0,100,70,14,16,12,55,33,76,24,0,4,67,29,1,1,,,2,2,1,,3,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:50,6/29/20 10:54,0,24.1.57.238,100,276,1,6/29/20 10:54,R_OptHzjnDeNZ2vT3,,,,,41.84860229,-87.62879944,anonymous,EN,1,14,1,2,2,,2,,,3,3,5,1,1,4,80,10,10,30,30,40,80,10,10,50,25,25,60,20,20,40,30,30,1,1,,,1,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:49,6/29/20 10:54,0,99.33.63.102,100,332,1,6/29/20 10:54,R_2pLAoTQk0JSA1U3,,,,,32.65870667,-97.16169739,anonymous,EN,1,45,1,5,3,,,,1,8,2,6,1,1,4,90,10,0,35,40,25,80,15,5,30,40,30,40,40,20,20,40,40,1,1,,,0,2,1,,5,4,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:51,6/29/20 10:54,0,174.97.211.8,100,226,1,6/29/20 10:54,R_3HhH7GXwP8D8qm7,,,,,37.75480652,-84.29850006,anonymous,EN,1,18,2,3,3,,,,3,5,5,2,4,1,4,80,20,0,60,40,0,90,10,0,70,30,0,0,100,0,0,100,0,,,2,2,3,2,1,,4,2,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:54,0,76.27.223.143,100,341,1,6/29/20 10:54,R_RCUfg76cut1qIvv,,,,,45.45010376,-122.8679962,anonymous,EN,1,38,1,3,2,,1,,,9,2,7,1,1,1,55,37,8,12,58,30,33,60,7,17,48,35,15,78,7,4,67,29,,,2,2,20,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:54,0,104.53.143.130,100,302,1,6/29/20 10:54,R_3PiuTg9fgeyponk,,,,,33.64160156,-117.6898041,anonymous,EN,1,5,2,4,1,,,1,,7,7,1,5,5,5,40,5,55,30,0,70,42,0,58,25,0,75,25,5,70,20,5,75,,,1,1,4,2,4,,5,3,2,2,2,2,2,4,6/29/20,2,obama
6/29/20 10:49,6/29/20 10:54,0,104.37.174.104,100,302,1,6/29/20 10:54,R_1Cj8obEVCtqrItn,,,,,37.75100708,-97.8219986,anonymous,EN,1,45,1,3,1,,,1,,9,7,9,4,1,4,30,30,40,40,30,30,30,30,40,40,40,20,30,40,30,40,30,30,,,1,1,1,1,1,,6,2,1,1,1,1,1,2,6/29/20,4,obama
6/29/20 10:50,6/29/20 10:55,0,76.106.207.189,100,276,1,6/29/20 10:55,R_2BkUmuAb79v517S,,,,,30.0821991,-81.54979706,anonymous,EN,1,10,1,3,3,,,,2,6,3,1,4,4,4,100,0,0,25,50,25,100,0,0,10,50,40,100,0,0,0,40,60,,,1,1,0,2,1,,3,4,2,2,2,2,2,3,6/29/20,1,obama
6/29/20 10:50,6/29/20 10:55,0,75.174.144.110,100,293,1,6/29/20 10:55,R_2bVj2CVN1l4BdkJ,,,,,43.57800293,-116.2953949,anonymous,EN,1,13,1,4,4,Constitutionalist,,,1,7,0,3,4,4,5,30,50,20,10,30,60,50,40,10,10,60,30,0,20,80,20,50,30,2,2,,,2,2,1,,2,3,2,2,2,2,2,4,6/29/20,1,congress
6/29/20 10:50,6/29/20 10:55,0,107.139.220.63,100,253,1,6/29/20 10:55,R_1Ca7AhLJZEaklXz,,,,,39.95689392,-82.96440125,anonymous,EN,1,33,1,3,2,,1,,,6,8,9,4,5,4,30,30,40,20,30,50,20,20,60,20,20,60,20,20,60,20,20,60,,,1,2,100,1,2,,5,3,1,1,1,1,1,1,16/29/2020,2,obama
6/29/20 10:50,6/29/20 10:55,0,24.170.233.56,100,258,1,6/29/20 10:55,R_22JQDMgIxrKK1kj,,,,,39.66140747,-77.6914978,anonymous,EN,1,21,1,7,1,,,2,,9,6,0,1,1,4,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,100,0,,,1,1,5,2,1,,5,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:52,6/29/20 10:55,0,75.130.218.171,100,152,1,6/29/20 10:55,R_USjdfzkWJMpR2hz,,,,,38.57929993,-90.42199707,anonymous,EN,1,26,2,2,1,,,2,,8,4,1,1,4,4,60,30,10,35,50,15,75,15,10,50,20,30,60,30,10,20,60,20,,,1,1,0,2,1,,3,3,2,2,2,2,2,4,6/29/20,1,obama
6/29/20 10:49,6/29/20 10:55,0,172.78.31.1,100,350,1,6/29/20 10:55,R_125s2xBXl8pLoDG,,,,,41.45489502,-87.06130219,anonymous,EN,1,15,1,6,2,,1,,,9,0,10,1,1,4,100,0,0,0,0,100,100,0,0,0,0,100,0,100,0,0,0,100,,,2,2,0,2,1,,2,3,2,2,2,2,2,4,6/29/20,1,obama
