"Start.Date","End.Date","Response.Type","ip","Progress","Duration..in.seconds.","Finished","Recorded.Date","Response.ID","Recipient.Last.Name","Recipient.First.Name","Recipient.Email","External.Data.Reference","Location.Latitude","Location.Longitude","Distribution.Channel","User.Language","consent","state","gender","age","pid_3...Selected.Choice","pid_3...Other..please.specify....Text","pid_rep","pid_dem","pid_ind","pol_interest","ft_dems","ft_reps","We.d.like.to.understand.how.you.think.various.measures.of.the.economy.performed.in.2019.When.answ...The.nation.s.economy","We.d.like.to.understand.how.you.think.various.measures.of.the.economy.performed.in.2019.When.answ...The.level.of.unemployment","We.d.like.to.understand.how.you.think.various.measures.of.the.economy.performed.in.2019.When.answ...Inflation","reps_economy...No.Name.....Got.better","reps_economy...No.Name.....Stayed.about.the.same","reps_economy...No.Name.....Got.worse","dems_economy...No.Name.....Got.better","dems_economy...No.Name.....Stayed.about.the.same","dems_economy...No.Name.....Got.worse","reps_unemployment...No.Name.....Got.better","reps_unemployment...No.Name.....Stayed.about.the.same","reps_unemployment...No.Name.....Got.worse","dems_unemployment...No.Name.....Got.better","dems_unemployment...No.Name.....Stayed.about.the.same","dems_unemployment...No.Name.....Got.worse","reps_inflation...No.Name.....Got.better","reps_inflation...No.Name.....Stayed.about.the.same","reps_inflation...No.Name.....Got.worse","dems_inflation...No.Name.....Got.better","dems_inflation...No.Name.....Stayed.about.the.same","dems_inflation...No.Name.....Got.worse","gop_unemployment","gop_inflation","obama_unemployment","obama_inflation","trump_masks","latino","race...Selected.Choice","race...Other...Text","education","sleep","prosthetic","blind","deaf","gang_resp","gang_fam","hits","date","sincerity","randomization_1","ResponseId","geonames.countryCode","geonames.countryName","geonames.lat","geonames.lng","tzwhere.timezone","abuseipdb.bad_isp","abuseipdb.categories","abuseipdb.reports","abuseipdb.total","abuseipdb.trusted_isp","abuseipdb.version","abuseipdb.city","abuseipdb.country","abuseipdb.host_name","abuseipdb.postal_code","apivoid.information.reverse_dns","apivoid.information.continent_code","apivoid.information.continent_name","apivoid.information.country_code","apivoid.information.country_name","apivoid.information.region_name","apivoid.information.city_name","apivoid.information.latitude","apivoid.information.longitude","apivoid.information.isp","apivoid.blacklists.detections","apivoid.blacklists.engines_count","apivoid.blacklists.detection_rate","apivoid.blacklists.scantime","censys.location.country","shodan.area_code","shodan.hostnames","shodan.country_name","shodan.vulns","shodan.longitude","shodan.city","shodan.country_code","shodan.latitude","shodan.ports","virustotal.country","virustotal.verbose_msg","virustotal.detected_urls","ip_new","maxmind.city.names.en","maxmind.country.iso_code","maxmind.country.names.en","maxmind.location.latitude","maxmind.location.longitude","maxmind.location.metro_code","maxmind.postal.code","maxmind.registered_country.names.en","maxmind.traits.ip_address","pollname","platform","apivoid.anonymity.is_vpn","blacklisted","missing_ip","duplicated","foreign_ip","funny_ip","counts","troll_count_2","untrustworthy"
"6/29/20 10:51","6/29/20 10:53",0,"68.192.46.245",100,132,1,"6/29/20 10:53","R_1hJSIXnjrpEC7el",NA,NA,NA,NA,40.67630005,-73.94920349,"anonymous","EN",1,13,2,5,1,"",NA,1,NA,3,1,7,4,1,1,100,0,0,100,0,0,100,0,0,0,100,0,100,0,0,0,100,0,NA,NA,2,2,0,2,"1","",5,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,"6/29/20",1,"obama","R_1hJSIXnjrpEC7el",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ool-44c02ef5.dyn.optonline.net",NA,"North America","US","United States of America","New York","Brooklyn",40.65010071,-73.94957733,"Optimum Online",0,88,"0%",0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"68.192.46.245","Brooklyn","US","United States",40.6763,-73.9492,501,"11216","United States","68.192.46.245","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:53",0,"74.76.216.51",100,211,1,"6/29/20 10:53","R_VU2YGRlVLjPdBG9",NA,NA,NA,NA,42.72729492,-73.66960144,"anonymous","EN",1,33,2,3,1,"",NA,1,NA,10,2,0,5,5,5,100,0,0,0,30,70,100,0,0,0,40,60,100,0,0,0,0,100,NA,NA,2,2,3,2,"1","",5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",2,"obama","R_VU2YGRlVLjPdBG9",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cpe-74-76-216-51.nycap.res.rr.com",NA,"North America","US","United States of America","New York","Troy",42.72840881,-73.69178772,"Charter Communications Inc",0,88,"0%",0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"74.76.216.51","Troy","US","United States",42.7273,-73.6696,532,"12180","United States","74.76.216.51","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:48","6/29/20 10:53",0,"74.98.231.111",100,265,1,"6/29/20 10:53","R_3M0s8ploMtyTajx",NA,NA,NA,NA,40.47250366,-79.9108963,"anonymous","EN",1,39,2,3,3,"",NA,NA,2,7,2,0,4,4,4,50,45,5,20,50,30,60,40,0,40,40,20,20,50,30,20,50,30,2,2,NA,NA,1,2,"1","",6,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",1,"congress","R_3M0s8ploMtyTajx",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pool-74-98-231-111.pitbpa.fios.verizon.net",NA,"North America","US","United States of America","Pennsylvania","Pittsburgh",40.44062042,-79.99588776,"Verizon Communications Inc.",0,88,"0%",0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"74.98.231.111","Pittsburgh","US","United States",40.4725,-79.9109,508,"15206","United States","74.98.231.111","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:53",0,"99.60.18.68",100,220,1,"6/29/20 10:53","R_1NfDR6BjNA95cfE",NA,NA,NA,NA,34.05490112,-118.2577972,"anonymous","EN",1,5,1,6,2,"",1,NA,NA,8,7,8,4,5,4,30,50,20,30,20,20,25,45,30,30,30,40,30,20,50,45,25,30,NA,NA,2,1,5,2,"1","",5,0,TRUE,TRUE,TRUE,TRUE,TRUE,4,"29/06/2020",3,"obama","R_1NfDR6BjNA95cfE",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99-60-18-68.lightspeed.irvnca.sbcglobal.net",NA,"North America","US","United States of America","California","El Segundo",33.91918182,-118.4164734,"AT&T Corp.",0,88,"0%",0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"99.60.18.68","Los Angeles","US","United States",34.0729,-118.2606,803,"90012","United States","99.60.18.68","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,5,TRUE,TRUE
"6/29/20 10:49","6/29/20 10:53",0,"104.173.192.13",100,236,1,"6/29/20 10:53","R_3EieqfL2ZBjt3Fj",NA,NA,NA,NA,34.05979919,-118.3768997,"anonymous","EN",1,5,2,3,1,"",NA,1,NA,10,6,2,4,4,4,85,10,5,20,40,40,70,25,5,30,40,30,60,30,10,5,40,55,2,2,NA,NA,1,2,"1","",5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",1,"congress","R_3EieqfL2ZBjt3Fj",NA,NA,NA,NA,"America/Los_Angeles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cpe-104-173-192-13.socal.res.rr.com",NA,"North America","US","United States of America","California","Los Angeles",34.05223083,-118.2436829,"Charter Communications Inc",0,88,"0%",0.64,NA,NA,"cpe-104-173-192-13.socal.res.rr.com","United States",NA,-118.4005,"Los Angeles","US",34.029,"50000",NA,"Missing IP address",NA,"104.173.192.13","Los Angeles","US","United States",34.029,-118.4005,803,"90034","United States","104.173.192.13","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:53",0,"47.224.3.201",100,268,1,"6/29/20 10:53","R_1BUZ6RX3mlBYIe0",NA,NA,NA,NA,44.25039673,-85.43000031,"anonymous","EN",1,23,1,4,1,"",NA,2,NA,7,7,3,1,1,4,75,25,0,60,25,15,80,20,0,75,25,0,70,30,0,50,35,15,NA,NA,2,2,10,2,"1","",5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",1,"obama","R_1BUZ6RX3mlBYIe0",NA,NA,NA,NA,"America/Toronto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"047-224-003-201.res.spectrum.com",NA,"North America","US","United States of America","Michigan","Cadillac",44.25194931,-85.40116119,"Charter Communications Inc",0,88,"0%",0.58,NA,NA,"047-224-003-201.res.spectrum.com","United States",NA,-85.43,"Cadillac","US",44.2504,"8888",NA,"Missing IP address",NA,"47.224.3.201","Cadillac","US","United States",44.2504,-85.43,540,"49601","United States","47.224.3.201","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:53",0,"97.105.25.194",100,224,1,"6/29/20 10:53","R_3hiSvzIupT6h8rI",NA,NA,NA,NA,31.82189941,-106.598999,"anonymous","EN",1,45,2,3,1,"",NA,2,NA,7,8,4,5,5,5,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,3,3,NA,NA,1,2,"1","",5,0,FALSE,FALSE,TRUE,FALSE,FALSE,4,"6/29/20",1,"congress","R_3hiSvzIupT6h8rI",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America","US","United States of America","Texas","Houston",29.76328087,-95.36327362,"Charter Communications Inc",0,88,"0%",0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IP address in dataset",NA,"97.105.25.194","San Antonio","US","United States",29.5942,-98.4591,641,"78232","United States","97.105.25.194","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:53",0,"67.231.200.151",100,277,1,"6/29/20 10:53","R_21sU8HQUqtdTH7r",NA,NA,NA,NA,28.49859619,-81.53530121,"anonymous","EN",1,10,1,7,2,"",1,NA,NA,1,0,10,1,4,1,90,10,0,50,10,40,100,0,0,50,0,50,100,0,0,100,0,0,2,1,NA,NA,2,2,"1","",5,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",1,"congress","R_21sU8HQUqtdTH7r",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America","US","United States of America","Florida","Orlando",28.53833961,-81.37924194,"Summit Broadband",0,88,"0%",0.54,NA,NA,NA,"United States",NA,-81.5353,"Windermere","US",28.4986,"7547",NA,"Missing IP address",NA,"67.231.200.151","Windermere","US","United States",28.4986,-81.5353,534,"34786","United States","67.231.200.151","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:53",0,"74.105.118.251",100,272,1,"6/29/20 10:53","R_2w0pBE3ioGAo0pP",NA,NA,NA,NA,40.92410278,-74.51399994,"anonymous","EN",1,31,1,5,1,"",NA,2,NA,0,2,0,1,1,4,90,10,0,25,25,50,60,40,0,20,20,60,40,60,0,10,30,60,NA,NA,1,1,3,2,"1","",2,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",1,"obama","R_2w0pBE3ioGAo0pP",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pool-74-105-118-251.nwrknj.fios.verizon.net",NA,"North America","US","United States of America","New Jersey","Morristown",40.79676819,-74.48153687,"Verizon Communications Inc.",0,88,"0%",0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"74.105.118.251","Rockaway","US","United States",40.9241,-74.514,501,"7866","United States","74.105.118.251","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:53",0,"24.220.143.163",100,273,1,"6/29/20 10:53","R_3qlGWlkey9y1C2T",NA,NA,NA,NA,43.52349854,-96.7385025,"anonymous","EN",1,43,2,3,2,"",2,NA,NA,1,2,6,5,4,4,80,20,0,0,40,60,75,25,0,0,55,45,40,50,10,10,40,50,NA,NA,2,2,0,2,"1","",4,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,"6/29/20",1,"obama","R_3qlGWlkey9y1C2T",NA,NA,NA,NA,"America/Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24-220-143-163-dynamic.midco.net",NA,"North America","US","United States of America","South Dakota","Sioux Falls",43.5639534,-96.79985046,"Midcontinent Communications",0,88,"0%",0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"24.220.143.163","Sioux Falls","US","United States",43.5235,-96.7385,725,"57105","United States","24.220.143.163","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
"6/29/20 10:49","6/29/20 10:53",0,"74.70.170.251",100,267,1,"6/29/20 10:53","R_3CNsntMWERdvPll",NA,NA,NA,NA,42.69549561,-73.08000183,"anonymous","EN",1,22,2,5,1,"",NA,2,NA,1,6,5,1,4,4,80,10,10,50,40,10,70,30,0,60,30,10,20,80,0,10,80,10,2,2,NA,NA,4,2,"1","",6,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,"6/29/20",1,"congress","R_3CNsntMWERdvPll",NA,NA,NA,NA,"America/New_York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cpe-74-70-170-251.nycap.res.rr.com",NA,"North America","US","United States of America","Massachusetts","North Adams",42.7009201,-73.10871124,"Charter Communications Inc",0,88,"0%",0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missing IP address",NA,"74.70.170.251","Williamstown","US","United States",42.7089,-73.2036,532,"1267","United States","74.70.170.251","June 2020 Study","MTurk",NA,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE
